id,name,text,trans
0000000000000,{user},佑芽さん、今回の結果ですが――,佑芽，这次的结果是——
0000000000000,{user},1位でした。,第一名。
0000000000000,佑芽,おぉぉ……\nやったぁ～～～～～～～～～～～～！,哇啊……\n太棒啦～～～～～～～～～～～～！
0000000000000,{user},……佑芽さんは、\nいつも勝利を全力で喜びますね。,……佑芽，\n你总是全力以赴地庆祝胜利呢。
0000000000000,{user},アイドルとしての実力が付いて……\n勝ちに慣れたのではありませんか？,作为偶像的实力提升了……\n是不是已经习惯了胜利呢？
0000000000000,佑芽,プロデューサーさん！,制作人！
0000000000000,佑芽,勝ったら思いっきり喜ぶのは、\n勝負のマナーなんです。,赢了就要尽情庆祝，\n这是比赛的基本礼仪。
0000000000000,佑芽,あたしに勝ったお姉ちゃんは……\nいつだってそうしてくれました。,以前赢过我的姐姐们……\n她们总是这样做的。
0000000000000,佑芽,だからあたしは、いつだって……,所以我也，总是……
0000000000000,佑芽,思いっきり\n悔しがることができたんです。,能够尽情地\n表达不甘心。
0000000000000,佑芽,すっきりした気持ちで、\n前を向くことができたんです。,能够以清爽的心情，\n继续向前看。
0000000000000,佑芽,ですから！　あたしも！\n勝ったときは喜びます！　誰よりも！,所以！我也！\n赢了就要庆祝！比谁都更热烈！
0000000000000,{user},……佑芽さんには、いつも大切なことを\n教えられますね。それなら……,……佑芽总是能教会我重要的东西。那么……
0000000000000,{user},一緒に振り返っていきましょう、\n本日の佑芽さんのハイライトを。,让我们一起回顾一下，\n今天佑芽的精彩表现吧。
0000000000000,佑芽,はいっ！　プロデューサーさんも\n一緒に、勝利を喜びましょう！,好的！制作人也\n一起，来庆祝胜利吧！
info,adv_pstory_002_hume_after-audition-final-normal-01.txt,,
译者,deepseek-chat,,
